outcome,att,ci95_lower,ci95_upper,rr,evalue,n_treated,n_control
confirmed_death_12mo,0.0035273468071688745,0.0018673990647236987,0.005189341656984025,15.490159675901719,30.471978227367025,9959,29056
hospice_or_death_12mo,0.0037618754441606844,0.001971360260222448,0.005568809207875523,4.372842959003907,8.213274260968067,9959,29056
