model,sens_diff_full_black_minus_white,sens_diff_retained_black_minus_white,sens_diff_disenrolled_black_minus_white
signal_temporal,0.021242117462589916,0.025912116985783162,0.01622160223196495
cost_based_temporal,0.024676688141255065,0.02701842860646808,0.019908330011956965
