race,n,auroc,auprc,sens_top10,spec_top10,cal_intercept,cal_slope,ece
hispanic,1830,0.7108199627875333,0.14926543769020323,0.2920353982300885,0.9085614443797321,0.04429746128262982,0.7864707705294314,0.0395594143295063
multiracial,535,0.6865841745359818,0.14110814435746105,0.24324324324324326,0.9036144578313253,0.04789512023940848,0.9403639869930945,0.04654661499886027
nh_asian,2297,0.7259951549854098,0.09856511460063394,0.3170731707317073,0.9051918735891648,0.022249382451300495,1.041628214542659,0.022786880023785
nh_black,11697,0.6966305286085506,0.1962627731194288,0.2866666666666667,0.9145299145299145,0.06875486493581495,1.1660974867041947,0.0717477515155469
nh_nhpi,611,0.8043409877319911,0.1734553880672355,0.15151515151515152,0.9013840830449827,0.03042777335597392,1.4249748268836948,0.039513677811550144
nh_white,18711,0.6890034578792208,0.1538347419956521,0.2619899785254116,0.9096684763774979,0.056330421801806876,0.8796402863905637,0.053822147511655836
unknown,3334,0.6987609847304456,0.09246855124743286,0.288,0.9040199439077594,0.027667289970339203,0.7746009931252507,0.024808278762365993
